country,indicatorType,indicator,unit,year,value
morocco,energy indicators,Gross energy production,ktoe,2013,1828.35
morocco,energy indicators,Gross energy production - Crude Oil and Oil Products,%,2013,0.406924276
morocco,energy indicators,Gross energy production - Natural Gas,%,2013,4.527524817
morocco,energy indicators,Gross energy production - Coal,%,2013,0
morocco,energy indicators,Gross energy production - Nuclear,%,2013,0
morocco,energy indicators,Gross energy production - Renewables,%,2013,95.06555091
morocco,energy indicators,Gross energy production - Solar,%,2013,0
morocco,energy indicators,Gross energy production - Wind,%,2013,6.966171685
morocco,energy indicators,Gross energy production - Hydropower,%,2013,12.13553204
morocco,energy indicators,Gross energy production - Other,%,2013,0
morocco,energy indicators,Total energy export,ktoe,2013,1402.893
morocco,energy indicators,Total energy export - Crude Oil and Oil Products,%,2013,99.0742701
morocco,energy indicators,Total energy export - Natural Gas,%,2013,0
morocco,energy indicators,Total energy export - Coal,%,2013,0
morocco,energy indicators,Total energy export - Electricity,%,2013,0.925658621
morocco,energy indicators,Total energy import,ktoe,2013,20068.347
morocco,energy indicators,Total energy import- Crude Oil and Oil Products,%,2013,78.14484173
morocco,energy indicators,Total energy import - Natural Gas,%,2013,4.742647713
morocco,energy indicators,Total energy import - Coal,%,2013,14.73371474
morocco,energy indicators,Total energy import - Electricity,%,2013,2.378800805
morocco,energy indicators,Total primary energy supply (TPES),ktoe,2013,18743.82
morocco,energy indicators,Primary energy supply per capita,toe,2013,0.560353363
morocco,energy indicators,Energy productivity,$/kgoe,2013,5.699478548
morocco,energy indicators,Energy subsidies,$B,2013,4.6407882
morocco,energy indicators,Final energy consumption,ktoe,2013,14409.498
morocco,energy indicators,Final energy consumption - Crude Oil and Oil Products,%,2013,73.46230937
morocco,energy indicators,Final energy consumption - Natural Gas,%,2013,0.318109625
morocco,energy indicators,Final energy consumption - Coal,%,2013,0.155730616
morocco,energy indicators,Final energy consumption - Electricity,%,2013,16.61928819
morocco,energy indicators,Final energy consumption - Other,%,2013,9.444562191
morocco,energy indicators,Energy use per capita,toe,2013,0.43077722
morocco,energy indicators,Energy use by Sector - Industry,%,2013,21.63429982
morocco,energy indicators,Energy use by Sector - Transport,%,2013,34.28937635
morocco,energy indicators,Energy use by Sector - Residential,%,2013,24.93978624
morocco,energy indicators,Energy use by Sector - Tertiary,%,2013,9.031640103
morocco,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2013,6.928860395
morocco,energy indicators,Energy use by Sector - Other,%,2013,3.176037083
morocco,energy indicators,Gross energy production,ktoe,2012,1690.893
morocco,energy indicators,Gross energy production - Crude Oil and Oil Products,%,2012,0.385003664
morocco,energy indicators,Gross energy production - Natural Gas,%,2012,3.990731525
morocco,energy indicators,Gross energy production - Coal,%,2012,0
morocco,energy indicators,Gross energy production - Nuclear,%,2012,0
morocco,energy indicators,Gross energy production - Renewables,%,2012,95.62426481
morocco,energy indicators,Gross energy production - Solar,%,2012,0
morocco,energy indicators,Gross energy production - Wind,%,2012,3.702658891
morocco,energy indicators,Gross energy production - Hydropower,%,2012,8.295380015
morocco,energy indicators,Gross energy production - Other,%,2012,0
morocco,energy indicators,Total energy export,ktoe,2012,1126.553
morocco,energy indicators,Total energy export - Crude Oil and Oil Products,%,2012,93.75546468
morocco,energy indicators,Total energy export - Natural Gas,%,2012,0
morocco,energy indicators,Total energy export - Coal,%,2012,0
morocco,energy indicators,Total energy export - Electricity,%,2012,6.244535321
morocco,energy indicators,Total energy import,ktoe,2012,20503.886
morocco,energy indicators,Total energy import- Crude Oil and Oil Products,%,2012,77.69635473
morocco,energy indicators,Total energy import - Natural Gas,%,2012,4.874788126
morocco,energy indicators,Total energy import - Coal,%,2012,15.05486814
morocco,energy indicators,Total energy import - Electricity,%,2012,2.373989009
morocco,energy indicators,Total primary energy supply (TPES),ktoe,2012,18664.514
morocco,energy indicators,Primary energy supply per capita,toe,2012,0.565934324
morocco,energy indicators,Energy productivity,$/kgoe,2012,5.265071461
morocco,energy indicators,Energy subsidies,$B,2012,
morocco,energy indicators,Final energy consumption,ktoe,2012,14246.515
morocco,energy indicators,Final energy consumption - Crude Oil and Oil Products,%,2012,73.23733559
morocco,energy indicators,Final energy consumption - Natural Gas,%,2012,0.473652679
morocco,energy indicators,Final energy consumption - Coal,%,2012,0.055592543
morocco,energy indicators,Final energy consumption - Electricity,%,2012,16.50698434
morocco,energy indicators,Final energy consumption - Other,%,2012,9.726434851
morocco,energy indicators,Energy use per capita,toe,2012,0.431974378
morocco,energy indicators,Energy use by Sector - Industry,%,2012,23.5078614
morocco,energy indicators,Energy use by Sector - Transport,%,2012,33.56652487
morocco,energy indicators,Energy use by Sector - Residential,%,2012,24.84095935
morocco,energy indicators,Energy use by Sector - Tertiary,%,2012,8.349810462
morocco,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2012,6.941922288
morocco,energy indicators,Energy use by Sector - Other,%,2012,2.792921637
morocco,energy indicators,Gross energy production,ktoe,2011,1751.631
morocco,energy indicators,Gross energy production - Crude Oil and Oil Products,%,2011,0.530933741
morocco,energy indicators,Gross energy production - Natural Gas,%,2011,2.886795221
morocco,energy indicators,Gross energy production - Coal,%,2011,0
morocco,energy indicators,Gross energy production - Nuclear,%,2011,0
morocco,energy indicators,Gross energy production - Renewables,%,2011,96.58227104
morocco,energy indicators,Gross energy production - Solar,%,2011,0
morocco,energy indicators,Gross energy production - Wind,%,2011,3.397519226
morocco,energy indicators,Gross energy production - Hydropower,%,2011,9.848877989
morocco,energy indicators,Gross energy production - Other,%,2011,0
morocco,energy indicators,Total energy export,ktoe,2011,897.007
morocco,energy indicators,Total energy export - Crude Oil and Oil Products,%,2011,94.97629338
morocco,energy indicators,Total energy export - Natural Gas,%,2011,0
morocco,energy indicators,Total energy export - Coal,%,2011,0
morocco,energy indicators,Total energy export - Electricity,%,2011,5.023818097
morocco,energy indicators,Total energy import,ktoe,2011,18466.331
morocco,energy indicators,Total energy import- Crude Oil and Oil Products,%,2011,79.66569537
morocco,energy indicators,Total energy import - Natural Gas,%,2011,3.630520865
morocco,energy indicators,Total energy import - Coal,%,2011,14.31421867
morocco,energy indicators,Total energy import - Electricity,%,2011,2.389570511
morocco,energy indicators,Total primary energy supply (TPES),ktoe,2011,18404.534
morocco,energy indicators,Primary energy supply per capita,toe,2011,0.565771104
morocco,energy indicators,Energy productivity,$/kgoe,2011,5.507881916
morocco,energy indicators,Energy subsidies,$B,2011,
morocco,energy indicators,Final energy consumption,ktoe,2011,13986.455
morocco,energy indicators,Final energy consumption - Crude Oil and Oil Products,%,2011,73.60798001
morocco,energy indicators,Final energy consumption - Natural Gas,%,2011,0.3615355
morocco,energy indicators,Final energy consumption - Coal,%,2011,0.103814726
morocco,energy indicators,Final energy consumption - Electricity,%,2011,15.68252999
morocco,energy indicators,Final energy consumption - Other,%,2011,10.24413978
morocco,energy indicators,Energy use per capita,toe,2011,0.429955579
morocco,energy indicators,Energy use by Sector - Industry,%,2011,23.05716495
morocco,energy indicators,Energy use by Sector - Transport,%,2011,33.68976628
morocco,energy indicators,Energy use by Sector - Residential,%,2011,24.2986518
morocco,energy indicators,Energy use by Sector - Tertiary,%,2011,8.255086796
morocco,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2011,6.730304427
morocco,energy indicators,Energy use by Sector - Other,%,2011,3.969025747
morocco,energy indicators,Gross energy production,ktoe,2010,1919.068
morocco,energy indicators,Gross energy production - Crude Oil and Oil Products,%,2010,0.484610238
morocco,energy indicators,Gross energy production - Natural Gas,%,2010,2.340406906
morocco,energy indicators,Gross energy production - Coal,%,2010,0
morocco,energy indicators,Gross energy production - Nuclear,%,2010,0
morocco,energy indicators,Gross energy production - Renewables,%,2010,97.17498286
morocco,energy indicators,Gross energy production - Solar,%,2010,0
morocco,energy indicators,Gross energy production - Wind,%,2010,2.953204368
morocco,energy indicators,Gross energy production - Hydropower,%,2010,15.541294
morocco,energy indicators,Gross energy production - Other,%,2010,0
morocco,energy indicators,Total energy export,ktoe,2010,682.412
morocco,energy indicators,Total energy export - Crude Oil and Oil Products,%,2010,91.89668411
morocco,energy indicators,Total energy export - Natural Gas,%,2010,0
morocco,energy indicators,Total energy export - Coal,%,2010,0
morocco,energy indicators,Total energy export - Electricity,%,2010,8.103315885
morocco,energy indicators,Total energy import,ktoe,2010,17067.481
morocco,energy indicators,Total energy import- Crude Oil and Oil Products,%,2010,78.12746943
morocco,energy indicators,Total energy import - Natural Gas,%,2010,3.074267374
morocco,energy indicators,Total energy import - Coal,%,2010,16.48897104
morocco,energy indicators,Total energy import - Electricity,%,2010,2.309292156
morocco,energy indicators,Total primary energy supply (TPES),ktoe,2010,17080.67
morocco,energy indicators,Primary energy supply per capita,toe,2010,0.531942386
morocco,energy indicators,Energy productivity,$/kgoe,2010,5.457631346
morocco,energy indicators,Energy subsidies,$B,2010,
morocco,energy indicators,Final energy consumption,ktoe,2010,13215.877
morocco,energy indicators,Final energy consumption - Crude Oil and Oil Products,%,2010,72.931104
morocco,energy indicators,Final energy consumption - Natural Gas,%,2010,0.339689905
morocco,energy indicators,Final energy consumption - Coal,%,2010,0.119855837
morocco,energy indicators,Final energy consumption - Electricity,%,2010,15.37615703
morocco,energy indicators,Final energy consumption - Other,%,2010,11.23319323
morocco,energy indicators,Energy use per capita,toe,2010,0.411581345
morocco,energy indicators,Energy use by Sector - Industry,%,2010,22.04255533
morocco,energy indicators,Energy use by Sector - Transport,%,2010,33.68757896
morocco,energy indicators,Energy use by Sector - Residential,%,2010,25.01344406
morocco,energy indicators,Energy use by Sector - Tertiary,%,2010,8.505822202
morocco,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2010,6.734490643
morocco,energy indicators,Energy use by Sector - Other,%,2010,4.016108806
morocco,oil indicators,Oil production,kbl/day,2017,
